UTC,Local,Temperature,Counts,Frequency,MSAS
2020-08-23T05:01:46.515,2020-08-23T12:01:46.515,29.6,0,33278,8.52
2020-08-23T05:02:16.081,2020-08-23T12:02:16.081,29.9,0,37507,8.38
2020-08-23T05:02:46.077,2020-08-23T12:02:46.077,30.6,0,37253,8.39
2020-08-23T05:03:16.079,2020-08-23T12:03:16.079,30.6,0,37128,8.39
2020-08-23T05:03:46.077,2020-08-23T12:03:46.077,30.9,0,37094,8.40
2020-08-23T05:04:16.075,2020-08-23T12:04:16.075,31.5,0,36952,8.40
2020-08-23T05:04:46.085,2020-08-23T12:04:46.085,31.9,0,37074,8.40
2020-08-23T05:05:16.080,2020-08-23T12:05:16.080,32.2,0,37081,8.40
2020-08-23T05:05:46.080,2020-08-23T12:05:46.080,32.5,0,37292,8.39
2020-08-23T05:06:16.079,2020-08-23T12:06:16.079,33.1,0,36024,8.43
2020-08-23T05:06:46.091,2020-08-23T12:06:46.091,33.5,0,33129,8.52
2020-08-23T05:07:16.078,2020-08-23T12:07:16.078,33.8,0,27853,8.71
2020-08-23T05:07:46.079,2020-08-23T12:07:46.079,33.8,0,19872,9.07
2020-08-23T05:08:16.075,2020-08-23T12:08:16.075,34.4,0,15426,9.34
2020-08-23T05:08:46.084,2020-08-23T12:08:46.084,34.8,0,13624,9.48
2020-08-23T05:09:16.080,2020-08-23T12:09:16.080,35.1,0,12949,9.53
2020-08-23T05:09:46.098,2020-08-23T12:09:46.098,35.4,0,12665,9.56
2020-08-23T05:10:16.084,2020-08-23T12:10:16.084,35.7,0,12479,9.58
2020-08-23T05:10:46.077,2020-08-23T12:10:46.077,36.0,0,12598,9.57
2020-08-23T05:11:16.077,2020-08-23T12:11:16.077,36.0,0,12854,9.54
2020-08-23T05:11:46.077,2020-08-23T12:11:46.077,36.4,0,13204,9.51
2020-08-23T05:12:16.114,2020-08-23T12:12:16.114,36.7,0,13669,9.48
2020-08-23T05:12:46.087,2020-08-23T12:12:46.087,36.7,0,13822,9.47
2020-08-23T05:13:16.085,2020-08-23T12:13:16.085,37.0,0,13888,9.46
2020-08-23T05:13:46.083,2020-08-23T12:13:46.083,37.3,0,14244,9.43
2020-08-23T05:14:16.085,2020-08-23T12:14:16.085,37.3,0,14832,9.39
2020-08-23T05:14:46.093,2020-08-23T12:14:46.093,37.7,0,15304,9.35
2020-08-23T05:15:16.077,2020-08-23T12:15:16.077,37.7,0,15030,9.37
2020-08-23T05:15:46.093,2020-08-23T12:15:46.093,37.7,0,16253,9.29
2020-08-23T05:16:16.085,2020-08-23T12:16:16.085,38.0,0,17170,9.23
2020-08-23T05:16:46.078,2020-08-23T12:16:46.078,38.0,0,17874,9.19
2020-08-23T05:17:16.089,2020-08-23T12:17:16.089,38.0,0,20470,9.04
2020-08-23T05:17:46.088,2020-08-23T12:17:46.088,38.3,0,21400,8.99
2020-08-23T05:18:16.082,2020-08-23T12:18:16.082,38.3,0,31471,8.57
2020-08-23T05:18:46.098,2020-08-23T12:18:46.098,38.3,0,40585,8.30
2020-08-23T05:19:16.078,2020-08-23T12:19:16.078,38.6,0,37401,8.38
2020-08-23T05:19:46.075,2020-08-23T12:19:46.075,38.6,0,18317,9.16
2020-08-23T05:20:16.087,2020-08-23T12:20:16.087,38.6,0,23842,8.87
2020-08-23T05:20:46.074,2020-08-23T12:20:46.074,38.6,0,31153,8.58
2020-08-23T05:21:16.080,2020-08-23T12:21:16.080,39.0,0,28136,8.69
2020-08-23T05:21:46.081,2020-08-23T12:21:46.081,39.0,0,22964,8.91
2020-08-23T05:22:16.111,2020-08-23T12:22:16.111,39.0,0,16655,9.26
2020-08-23T05:22:46.074,2020-08-23T12:22:46.074,39.0,0,18543,9.15
2020-08-23T05:23:16.080,2020-08-23T12:23:16.080,39.3,0,31340,8.58
2020-08-23T05:23:46.078,2020-08-23T12:23:46.078,39.3,0,38002,8.37
2020-08-23T05:24:16.078,2020-08-23T12:24:16.078,39.3,0,36597,8.41
2020-08-23T05:24:46.079,2020-08-23T12:24:46.079,39.6,0,31368,8.57
2020-08-23T05:25:16.083,2020-08-23T12:25:16.083,39.6,0,34975,8.46
2020-08-23T05:25:46.081,2020-08-23T12:25:46.081,39.6,0,36862,8.41
2020-08-23T05:26:16.075,2020-08-23T12:26:16.075,39.6,0,18196,9.17
2020-08-23T05:26:46.079,2020-08-23T12:26:46.079,39.9,0,19053,9.12
2020-08-23T05:27:16.077,2020-08-23T12:27:16.077,39.9,0,16571,9.27
2020-08-23T05:27:46.076,2020-08-23T12:27:46.076,39.9,0,28146,8.69
2020-08-23T05:28:16.093,2020-08-23T12:28:16.093,39.9,0,29157,8.66
2020-08-23T05:28:46.083,2020-08-23T12:28:46.083,40.2,0,17225,9.23
2020-08-23T05:29:16.079,2020-08-23T12:29:16.079,40.2,0,35550,8.44
2020-08-23T05:29:46.080,2020-08-23T12:29:46.080,40.6,0,18620,9.14
2020-08-23T05:30:16.079,2020-08-23T12:30:16.079,40.6,0,34057,8.48
2020-08-23T05:30:46.090,2020-08-23T12:30:46.090,40.6,0,36523,8.41
2020-08-23T05:31:16.080,2020-08-23T12:31:16.080,40.6,0,30515,8.60
2020-08-23T05:31:46.076,2020-08-23T12:31:46.076,40.6,0,34880,8.46
2020-08-23T05:32:16.076,2020-08-23T12:32:16.076,40.9,0,35360,8.44
2020-08-23T05:32:46.078,2020-08-23T12:32:46.078,40.9,0,31351,8.58
2020-08-23T05:33:16.081,2020-08-23T12:33:16.081,41.2,0,33145,8.52
2020-08-23T05:33:46.075,2020-08-23T12:33:46.075,41.2,0,33056,8.52
2020-08-23T05:34:16.083,2020-08-23T12:34:16.083,41.2,0,33101,8.52
2020-08-23T05:34:46.079,2020-08-23T12:34:46.079,41.5,0,33290,8.51
2020-08-23T05:35:16.084,2020-08-23T12:35:16.084,41.5,0,33402,8.51
2020-08-23T05:35:46.073,2020-08-23T12:35:46.073,41.9,0,33396,8.51
2020-08-23T05:36:16.075,2020-08-23T12:36:16.075,41.9,0,33261,8.52
2020-08-23T05:36:46.076,2020-08-23T12:36:46.076,41.9,0,33786,8.50
2020-08-23T05:37:16.074,2020-08-23T12:37:16.074,41.9,0,33565,8.50
2020-08-23T05:37:46.076,2020-08-23T12:37:46.076,42.2,0,34350,8.48
2020-08-23T05:38:16.080,2020-08-23T12:38:16.080,42.2,0,34945,8.46
2020-08-23T05:38:46.084,2020-08-23T12:38:46.084,42.5,0,35382,8.44
2020-08-23T05:39:16.086,2020-08-23T12:39:16.086,42.5,0,31611,8.57
2020-08-23T05:39:46.077,2020-08-23T12:39:46.077,42.5,0,34217,8.48
2020-08-23T05:40:16.090,2020-08-23T12:40:16.090,42.5,0,31411,8.57
2020-08-23T05:40:46.074,2020-08-23T12:40:46.074,42.8,0,12188,9.60
2020-08-23T05:41:16.083,2020-08-23T12:41:16.083,42.8,0,10854,9.73
2020-08-23T05:41:46.076,2020-08-23T12:41:46.076,42.8,0,10752,9.73
2020-08-23T05:42:16.076,2020-08-23T12:42:16.076,42.8,0,11309,9.68
2020-08-23T05:42:46.111,2020-08-23T12:42:46.111,42.8,0,11943,9.62
2020-08-23T05:43:16.077,2020-08-23T12:43:16.077,42.8,0,13095,9.52
2020-08-23T05:43:46.080,2020-08-23T12:43:46.080,42.8,0,12129,9.60
2020-08-23T05:44:16.077,2020-08-23T12:44:16.077,42.8,0,37434,8.38
2020-08-23T05:44:46.076,2020-08-23T12:44:46.076,42.5,0,37041,8.40
2020-08-23T05:45:16.083,2020-08-23T12:45:16.083,42.8,0,36339,8.42
2020-08-23T05:45:46.081,2020-08-23T12:45:46.081,42.8,0,35845,8.43
2020-08-23T05:46:16.083,2020-08-23T12:46:16.083,42.5,0,34985,8.46
2020-08-23T05:46:46.079,2020-08-23T12:46:46.079,42.5,0,34748,8.47
2020-08-23T05:47:16.077,2020-08-23T12:47:16.077,42.5,0,32450,8.54
2020-08-23T05:47:46.082,2020-08-23T12:47:46.082,42.2,0,34575,8.47
2020-08-23T05:48:16.090,2020-08-23T12:48:16.090,42.2,0,34688,8.47
2020-08-23T05:48:46.080,2020-08-23T12:48:46.080,42.2,0,34868,8.46
2020-08-23T05:49:16.078,2020-08-23T12:49:16.078,42.2,0,35089,8.45
2020-08-23T05:49:46.075,2020-08-23T12:49:46.075,42.2,0,35191,8.45
2020-08-23T05:50:16.079,2020-08-23T12:50:16.079,41.9,0,35605,8.44
2020-08-23T05:50:46.082,2020-08-23T12:50:46.082,42.2,0,36220,8.42
2020-08-23T05:51:16.076,2020-08-23T12:51:16.076,42.2,0,23808,8.87
2020-08-23T05:51:46.086,2020-08-23T12:51:46.086,41.9,0,12419,9.58
2020-08-23T05:52:16.078,2020-08-23T12:52:16.078,42.2,0,35639,8.44
2020-08-23T05:52:46.081,2020-08-23T12:52:46.081,41.9,0,35544,8.44
2020-08-23T05:53:16.077,2020-08-23T12:53:16.077,41.9,0,35222,8.45
2020-08-23T05:53:46.078,2020-08-23T12:53:46.078,42.2,0,34802,8.47
2020-08-23T05:54:16.075,2020-08-23T12:54:16.075,42.2,0,34687,8.47
2020-08-23T05:54:46.078,2020-08-23T12:54:46.078,41.9,0,34486,8.48
2020-08-23T05:55:16.084,2020-08-23T12:55:16.084,41.9,0,33857,8.49
2020-08-23T05:55:46.080,2020-08-23T12:55:46.080,42.2,0,33587,8.50
2020-08-23T05:56:16.093,2020-08-23T12:56:16.093,42.2,0,8792,9.96
2020-08-23T05:56:46.075,2020-08-23T12:56:46.075,42.2,0,33452,8.51
2020-08-23T05:57:16.095,2020-08-23T12:57:16.095,42.2,0,32384,8.54
2020-08-23T05:57:46.074,2020-08-23T12:57:46.074,42.2,0,31939,8.56
2020-08-23T05:58:16.082,2020-08-23T12:58:16.082,42.2,0,31679,8.56
2020-08-23T05:58:46.077,2020-08-23T12:58:46.077,42.2,0,31498,8.57
2020-08-23T05:59:16.079,2020-08-23T12:59:16.079,42.2,0,31243,8.58
2020-08-23T05:59:46.075,2020-08-23T12:59:46.075,42.2,0,31269,8.58
2020-08-23T06:00:16.083,2020-08-23T13:00:16.083,42.2,0,31286,8.58
2020-08-23T06:00:46.077,2020-08-23T13:00:46.077,42.5,0,31142,8.58
2020-08-23T06:01:16.075,2020-08-23T13:01:16.075,42.2,0,31026,8.58
2020-08-23T06:01:46.076,2020-08-23T13:01:46.076,42.2,0,31019,8.58
2020-08-23T06:02:16.074,2020-08-23T13:02:16.074,42.2,0,30883,8.59
2020-08-23T06:02:46.077,2020-08-23T13:02:46.077,42.2,0,30863,8.59
2020-08-23T06:03:16.073,2020-08-23T13:03:16.073,42.2,0,30790,8.59
2020-08-23T06:03:46.074,2020-08-23T13:03:46.074,42.2,0,30633,8.60
2020-08-23T06:04:16.073,2020-08-23T13:04:16.073,42.2,0,30649,8.60
2020-08-23T06:04:46.074,2020-08-23T13:04:46.074,42.2,0,30554,8.60
2020-08-23T06:05:16.093,2020-08-23T13:05:16.093,42.2,0,30585,8.60
2020-08-23T06:05:46.079,2020-08-23T13:05:46.079,41.9,0,30430,8.61
2020-08-23T06:06:16.077,2020-08-23T13:06:16.077,41.9,0,30504,8.60
2020-08-23T06:06:46.078,2020-08-23T13:06:46.078,41.9,0,30428,8.61
2020-08-23T06:07:16.075,2020-08-23T13:07:16.075,41.9,0,30326,8.61
2020-08-23T06:07:46.076,2020-08-23T13:07:46.076,41.9,0,30310,8.61
2020-08-23T06:08:16.081,2020-08-23T13:08:16.081,41.9,0,30293,8.61
2020-08-23T06:08:46.077,2020-08-23T13:08:46.077,41.5,0,30139,8.62
2020-08-23T06:09:16.077,2020-08-23T13:09:16.077,41.5,0,30096,8.62
2020-08-23T06:09:46.078,2020-08-23T13:09:46.078,41.5,0,30141,8.62
2020-08-23T06:10:16.077,2020-08-23T13:10:16.077,41.5,0,30179,8.62
2020-08-23T06:10:46.074,2020-08-23T13:10:46.074,41.9,0,30086,8.62
2020-08-23T06:11:16.074,2020-08-23T13:11:16.074,41.5,0,29978,8.62
2020-08-23T06:11:46.083,2020-08-23T13:11:46.083,41.9,0,29929,8.63
2020-08-23T06:12:16.083,2020-08-23T13:12:16.083,41.5,0,29872,8.63
2020-08-23T06:12:46.077,2020-08-23T13:12:46.077,41.5,0,29868,8.63
2020-08-23T06:13:16.103,2020-08-23T13:13:16.103,41.9,0,29821,8.63
2020-08-23T06:13:46.076,2020-08-23T13:13:46.076,41.9,0,29822,8.63
2020-08-23T06:14:16.074,2020-08-23T13:14:16.074,41.9,0,29799,8.63
2020-08-23T06:14:46.078,2020-08-23T13:14:46.078,41.9,0,29762,8.63
2020-08-23T06:15:16.079,2020-08-23T13:15:16.079,41.9,0,29812,8.63
2020-08-23T06:15:46.072,2020-08-23T13:15:46.072,42.2,0,29793,8.63
2020-08-23T06:16:16.077,2020-08-23T13:16:16.077,42.2,0,29928,8.63
2020-08-23T06:16:46.081,2020-08-23T13:16:46.081,42.2,0,30094,8.62
2020-08-23T06:17:16.083,2020-08-23T13:17:16.083,42.2,0,30104,8.62
2020-08-23T06:17:46.073,2020-08-23T13:17:46.073,42.2,0,30039,8.62
2020-08-23T06:18:16.091,2020-08-23T13:18:16.091,42.5,0,30015,8.62
2020-08-23T06:18:46.073,2020-08-23T13:18:46.073,42.2,0,30048,8.62
2020-08-23T06:19:16.076,2020-08-23T13:19:16.076,42.5,0,30042,8.62
2020-08-23T06:19:46.089,2020-08-23T13:19:46.089,42.5,0,30058,8.62
2020-08-23T06:20:16.075,2020-08-23T13:20:16.075,42.5,0,30107,8.62
2020-08-23T06:20:46.074,2020-08-23T13:20:46.074,42.5,0,30222,8.61
2020-08-23T06:21:16.080,2020-08-23T13:21:16.080,42.5,0,30378,8.61
2020-08-23T06:21:46.079,2020-08-23T13:21:46.079,42.5,0,30704,8.60
2020-08-23T06:22:16.084,2020-08-23T13:22:16.084,42.5,0,30724,8.59
2020-08-23T06:22:46.077,2020-08-23T13:22:46.077,42.5,0,30776,8.59
2020-08-23T06:23:16.076,2020-08-23T13:23:16.076,42.5,0,30749,8.59
2020-08-23T06:23:46.076,2020-08-23T13:23:46.076,42.5,0,30690,8.60
2020-08-23T06:24:16.084,2020-08-23T13:24:16.084,42.5,0,30288,8.61
2020-08-23T06:24:46.081,2020-08-23T13:24:46.081,42.5,0,27618,8.71
2020-08-23T06:25:16.075,2020-08-23T13:25:16.075,42.5,0,29874,8.63
2020-08-23T06:25:46.079,2020-08-23T13:25:46.079,42.5,0,26747,8.75
2020-08-23T06:26:16.083,2020-08-23T13:26:16.083,42.8,0,29347,8.64
2020-08-23T06:26:46.085,2020-08-23T13:26:46.085,42.8,0,29783,8.63
2020-08-23T06:27:16.078,2020-08-23T13:27:16.078,42.8,0,30043,8.62
2020-08-23T06:27:46.083,2020-08-23T13:27:46.083,42.8,0,30078,8.62
2020-08-23T06:28:16.082,2020-08-23T13:28:16.082,42.8,0,30148,8.62
2020-08-23T06:28:46.092,2020-08-23T13:28:46.092,42.8,0,30165,8.62
2020-08-23T06:29:16.081,2020-08-23T13:29:16.081,42.8,0,27622,8.71
2020-08-23T06:29:46.075,2020-08-23T13:29:46.075,42.8,0,30184,8.62
2020-08-23T06:30:16.080,2020-08-23T13:30:16.080,42.8,0,28959,8.66
2020-08-23T06:30:46.076,2020-08-23T13:30:46.076,43.1,0,30129,8.62
2020-08-23T06:31:16.074,2020-08-23T13:31:16.074,43.1,0,29643,8.63
2020-08-23T06:31:46.079,2020-08-23T13:31:46.079,43.1,0,29466,8.64
2020-08-23T06:32:16.079,2020-08-23T13:32:16.079,43.1,0,29404,8.64
2020-08-23T06:32:46.081,2020-08-23T13:32:46.081,43.1,0,29525,8.64
2020-08-23T06:33:16.074,2020-08-23T13:33:16.074,43.1,0,29393,8.64
2020-08-23T06:33:46.105,2020-08-23T13:33:46.105,43.1,0,29390,8.64
2020-08-23T06:34:16.075,2020-08-23T13:34:16.075,43.1,0,29285,8.65
2020-08-23T06:34:46.077,2020-08-23T13:34:46.077,43.1,0,29260,8.65
2020-08-23T06:35:16.090,2020-08-23T13:35:16.090,42.8,0,29244,8.65
2020-08-23T06:35:46.079,2020-08-23T13:35:46.079,42.8,0,29324,8.64
2020-08-23T06:36:16.075,2020-08-23T13:36:16.075,43.1,0,29300,8.65
2020-08-23T06:36:46.076,2020-08-23T13:36:46.076,43.1,0,29213,8.65
2020-08-23T06:37:16.079,2020-08-23T13:37:16.079,43.1,0,28912,8.66
2020-08-23T06:37:46.081,2020-08-23T13:37:46.081,43.1,0,28656,8.67
2020-08-23T06:38:16.083,2020-08-23T13:38:16.083,43.1,0,28094,8.69
2020-08-23T06:38:46.084,2020-08-23T13:38:46.084,43.1,0,28197,8.69
2020-08-23T06:39:16.076,2020-08-23T13:39:16.076,43.1,0,28216,8.69
2020-08-23T06:39:46.076,2020-08-23T13:39:46.076,43.1,0,28019,8.70
2020-08-23T06:40:16.092,2020-08-23T13:40:16.092,43.1,0,27930,8.70
2020-08-23T06:40:46.092,2020-08-23T13:40:46.092,43.1,0,28084,8.69
2020-08-23T06:41:16.075,2020-08-23T13:41:16.075,43.5,0,28129,8.69
2020-08-23T06:41:46.078,2020-08-23T13:41:46.078,43.5,0,28199,8.69
2020-08-23T06:42:16.081,2020-08-23T13:42:16.081,43.5,0,28190,8.69
2020-08-23T06:42:46.078,2020-08-23T13:42:46.078,43.5,0,28235,8.69
2020-08-23T06:43:16.073,2020-08-23T13:43:16.073,43.5,0,28073,8.69
2020-08-23T06:43:46.079,2020-08-23T13:43:46.079,43.5,0,28187,8.69
2020-08-23T06:44:16.091,2020-08-23T13:44:16.091,43.5,0,28120,8.69
2020-08-23T06:44:46.077,2020-08-23T13:44:46.077,43.5,0,27945,8.70
2020-08-23T06:45:16.073,2020-08-23T13:45:16.073,43.8,0,27824,8.71
2020-08-23T06:45:46.079,2020-08-23T13:45:46.079,43.5,0,27745,8.71
2020-08-23T06:46:16.093,2020-08-23T13:46:16.093,43.5,0,27650,8.71
2020-08-23T06:46:46.082,2020-08-23T13:46:46.082,43.5,0,27762,8.71
2020-08-23T06:47:16.076,2020-08-23T13:47:16.076,43.5,0,27851,8.71
2020-08-23T06:47:46.078,2020-08-23T13:47:46.078,43.5,0,27816,8.71
2020-08-23T06:48:16.090,2020-08-23T13:48:16.090,43.5,0,27816,8.71
2020-08-23T06:48:46.080,2020-08-23T13:48:46.080,43.5,0,27753,8.71
2020-08-23T06:49:16.083,2020-08-23T13:49:16.083,43.8,0,27414,8.72
2020-08-23T06:49:46.078,2020-08-23T13:49:46.078,43.8,0,27394,8.72
2020-08-23T06:50:16.075,2020-08-23T13:50:16.075,43.8,0,27209,8.73
2020-08-23T06:50:46.082,2020-08-23T13:50:46.082,43.8,0,27323,8.73
2020-08-23T06:51:16.078,2020-08-23T13:51:16.078,43.8,0,27441,8.72
2020-08-23T06:51:46.076,2020-08-23T13:51:46.076,43.8,0,27418,8.72
2020-08-23T06:52:16.082,2020-08-23T13:52:16.082,43.8,0,27351,8.73
2020-08-23T06:52:46.079,2020-08-23T13:52:46.079,43.8,0,27363,8.73
2020-08-23T06:53:16.075,2020-08-23T13:53:16.075,43.8,0,27317,8.73
2020-08-23T06:53:46.080,2020-08-23T13:53:46.080,44.1,0,27311,8.73
2020-08-23T06:54:16.072,2020-08-23T13:54:16.072,43.8,0,27280,8.73
2020-08-23T06:54:46.076,2020-08-23T13:54:46.076,44.1,0,27240,8.73
2020-08-23T06:55:16.077,2020-08-23T13:55:16.077,43.8,0,27205,8.73
2020-08-23T06:55:46.073,2020-08-23T13:55:46.073,44.1,0,27247,8.73
2020-08-23T06:56:16.074,2020-08-23T13:56:16.074,44.1,0,27315,8.73
2020-08-23T06:56:46.076,2020-08-23T13:56:46.076,44.1,0,27339,8.73
2020-08-23T06:57:16.077,2020-08-23T13:57:16.077,44.1,0,27315,8.73
2020-08-23T06:57:46.078,2020-08-23T13:57:46.078,43.8,0,27469,8.72
2020-08-23T06:58:16.078,2020-08-23T13:58:16.078,44.1,0,27590,8.71
2020-08-23T06:58:46.076,2020-08-23T13:58:46.076,43.8,0,27803,8.71
2020-08-23T06:59:16.078,2020-08-23T13:59:16.078,43.8,0,27801,8.71
2020-08-23T06:59:46.080,2020-08-23T13:59:46.080,43.8,0,27686,8.71
2020-08-23T07:00:16.095,2020-08-23T14:00:16.095,43.8,0,27489,8.72
2020-08-23T07:00:46.079,2020-08-23T14:00:46.079,43.8,0,27340,8.73
2020-08-23T07:01:16.076,2020-08-23T14:01:16.076,43.8,0,27208,8.73
2020-08-23T07:01:46.076,2020-08-23T14:01:46.076,43.8,0,27150,8.73
2020-08-23T07:02:16.079,2020-08-23T14:02:16.079,43.8,0,27201,8.73
2020-08-23T07:02:46.077,2020-08-23T14:02:46.077,43.8,0,27236,8.73
2020-08-23T07:03:16.076,2020-08-23T14:03:16.076,43.8,0,27264,8.73
2020-08-23T07:03:46.073,2020-08-23T14:03:46.073,43.8,0,27192,8.73
2020-08-23T07:04:16.103,2020-08-23T14:04:16.103,43.8,0,27221,8.73
2020-08-23T07:04:46.082,2020-08-23T14:04:46.082,43.8,0,27236,8.73
2020-08-23T07:05:16.077,2020-08-23T14:05:16.077,43.8,0,27161,8.73
2020-08-23T07:05:46.073,2020-08-23T14:05:46.073,44.1,0,27411,8.72
2020-08-23T07:06:16.080,2020-08-23T14:06:16.080,44.1,0,27364,8.73
2020-08-23T07:06:46.074,2020-08-23T14:06:46.074,44.1,0,27548,8.71
2020-08-23T07:07:16.078,2020-08-23T14:07:16.078,44.1,0,27907,8.70
2020-08-23T07:07:46.078,2020-08-23T14:07:46.078,44.1,0,27822,8.71
2020-08-23T07:08:16.073,2020-08-23T14:08:16.073,44.1,0,27896,8.71
2020-08-23T07:08:46.082,2020-08-23T14:08:46.082,44.1,0,27827,8.71
2020-08-23T07:09:16.082,2020-08-23T14:09:16.082,44.1,0,28164,8.69
2020-08-23T07:09:46.077,2020-08-23T14:09:46.077,44.1,0,28440,8.68
2020-08-23T07:10:16.074,2020-08-23T14:10:16.074,44.1,0,28614,8.67
2020-08-23T07:10:46.077,2020-08-23T14:10:46.077,44.1,0,28886,8.66
2020-08-23T07:11:16.079,2020-08-23T14:11:16.079,44.4,0,23608,8.88
2020-08-23T07:11:46.078,2020-08-23T14:11:46.078,44.4,0,26731,8.75
2020-08-23T07:12:16.074,2020-08-23T14:12:16.074,44.4,0,29273,8.65
